index,words,todi,words_ocr,todi_ocr,sound_file,image_file,type,page_title,exercise_id,sound_url,image_url,page_url,words_sep,todi_sep
147-3, Waar hebben we het nou helemaal over ,%L H*L  !H*L    L*H H%,,,resynthesized/147-3.wav,resynthesized/147-3.png,synthetic,,ex1a_1,https://todi.cls.ru.nl/PraatResynthese/2082243.wav,https://todi.cls.ru.nl/PraatResynthese/2082243.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=147=%L%20+%20H*L%20+%20---%20+%20!H*L%20+%20---%20+%20---%20+%20---%20+%20L*H%20+%20H%,|Waar|hebben|we|het|nou|helemaal|over|,%L|H*L||!H*L||||L*H|H%
147-4, Waar hebben we het nou helemaal over ,%HL H*L  !H*L L*H !H* H*L H*!H L%,,,resynthesized/147-4.wav,resynthesized/147-4.png,synthetic,,ex1a_1,https://todi.cls.ru.nl/PraatResynthese/2082245.wav,https://todi.cls.ru.nl/PraatResynthese/2082245.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=147=%HL%20+%20H*L%20+%20---%20+%20!H*L%20+%20L*H%20+%20!H*%20+%20H*L%20+%20H*!H%20+%20L%,|Waar|hebben|we|het|nou|helemaal|over|,%HL|H*L||!H*L|L*H|!H*|H*L|H*!H|L%
149-0, 't heeft toch allemaal geen zin op die manier ,%HL L*H    H*!H    H%,,,resynthesized/149-0.wav,resynthesized/149-0.png,synthetic,,ex1a_2,https://todi.cls.ru.nl/PraatResynthese/2082246.wav,https://todi.cls.ru.nl/PraatResynthese/2082246.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=149=%HL%20+%20L*H%20+%20---%20+%20---%20+%20---%20+%20H*!H%20+%20---%20+%20---%20+%20---%20+%20H%,|'t heeft|toch|allemaal|geen|zin|op|die|manier|,%HL|L*H||||H*!H||||H%
149-1, 't heeft toch allemaal geen zin op die manier ,%HL H*L L*H   H*    L%,,,resynthesized/149-1.wav,resynthesized/149-1.png,synthetic,,ex1a_2,https://todi.cls.ru.nl/PraatResynthese/2082248.wav,https://todi.cls.ru.nl/PraatResynthese/2082248.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=149=%HL%20+%20H*L%20+%20L*H%20+%20---%20+%20---%20+%20H*%20+%20---%20+%20---%20+%20---%20+%20L%,|'t heeft|toch|allemaal|geen|zin|op|die|manier|,%HL|H*L|L*H|||H*||||L%
149-2, 't heeft toch allemaal geen zin op die manier ,%H  L*H H*L !H*L     %,,,resynthesized/149-2.wav,resynthesized/149-2.png,synthetic,,ex1a_2,https://todi.cls.ru.nl/PraatResynthese/2082250.wav,https://todi.cls.ru.nl/PraatResynthese/2082250.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=149=%H%20+%20---%20+%20L*H%20+%20H*L%20+%20!H*L%20+%20---%20+%20---%20+%20---%20+%20---%20+%20%,|'t heeft|toch|allemaal|geen|zin|op|die|manier|,%H||L*H|H*L|!H*L|||||%
149-3, 't heeft toch allemaal geen zin op die manier ,%L H*!H        H%,,,resynthesized/149-3.wav,resynthesized/149-3.png,synthetic,,ex1a_2,https://todi.cls.ru.nl/PraatResynthese/2082252.wav,https://todi.cls.ru.nl/PraatResynthese/2082252.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=149=%L%20+%20H*!H%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20H%,|'t heeft|toch|allemaal|geen|zin|op|die|manier|,%L|H*!H||||||||H%
149-4, 't heeft toch allemaal geen zin op die manier ,%L    L*HL     %,,,resynthesized/149-4.wav,resynthesized/149-4.png,synthetic,,ex1a_2,https://todi.cls.ru.nl/PraatResynthese/2082253.wav,https://todi.cls.ru.nl/PraatResynthese/2082253.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=149=%L%20+%20---%20+%20---%20+%20---%20+%20L*HL%20+%20---%20+%20---%20+%20---%20+%20---%20+%20%,|'t heeft|toch|allemaal|geen|zin|op|die|manier|,%L||||L*HL|||||%
177-0, Stom   dat ik daar niet aan gedacht heb ,%H  L% %H  L*   L*H   H%,,,resynthesized/177-0.wav,resynthesized/177-0.png,synthetic,,ex1a_3,https://todi.cls.ru.nl/PraatResynthese/2082255.wav,https://todi.cls.ru.nl/PraatResynthese/2082255.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=177=%H%20+%20---%20+%20L%%20+%20%H%20+%20---%20+%20L*%20+%20---%20+%20---%20+%20L*H%20+%20---%20+%20---%20+%20H%,|Stom|||dat|ik|daar|niet|aan|gedacht|heb|,%H||L%|%H||L*|||L*H|||H%
177-1, Stom   dat ik daar niet aan gedacht heb ,%H L*H H% %L H*   L*HL  L*H  L%,,,resynthesized/177-1.wav,resynthesized/177-1.png,synthetic,,ex1a_3,https://todi.cls.ru.nl/PraatResynthese/2082256.wav,https://todi.cls.ru.nl/PraatResynthese/2082256.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=177=%H%20+%20L*H%20+%20H%%20+%20%L%20+%20H*%20+%20---%20+%20---%20+%20L*HL%20+%20---%20+%20L*H%20+%20---%20+%20L%,|Stom|||dat|ik|daar|niet|aan|gedacht|heb|,%H|L*H|H%|%L|H*|||L*HL||L*H||L%
177-2, Stom   dat ik daar niet aan gedacht heb ,%H  % %H L*H H*  L*  !H*  H%,,,resynthesized/177-2.wav,resynthesized/177-2.png,synthetic,,ex1a_3,https://todi.cls.ru.nl/PraatResynthese/2082258.wav,https://todi.cls.ru.nl/PraatResynthese/2082258.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=177=%H%20+%20---%20+%20%%20+%20%H%20+%20L*H%20+%20H*%20+%20---%20+%20L*%20+%20---%20+%20!H*%20+%20---%20+%20H%,|Stom|||dat|ik|daar|niet|aan|gedacht|heb|,%H||%|%H|L*H|H*||L*||!H*||H%
177-3, Stom   dat ik daar niet aan gedacht heb ,%H H* % %HL  L*H    !H*LH  H%,,,resynthesized/177-3.wav,resynthesized/177-3.png,synthetic,,ex1a_3,https://todi.cls.ru.nl/PraatResynthese/2082300.wav,https://todi.cls.ru.nl/PraatResynthese/2082300.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=177=%H%20+%20H*%20+%20%%20+%20%HL%20+%20---%20+%20L*H%20+%20---%20+%20---%20+%20---%20+%20!H*LH%20+%20---%20+%20H%,|Stom|||dat|ik|daar|niet|aan|gedacht|heb|,%H|H*|%|%HL||L*H||||!H*LH||H%
177-4, Stom   dat ik daar niet aan gedacht heb ,%L H* L% %L H*LH  L* L*HL  !H*L  H%,,,resynthesized/177-4.wav,resynthesized/177-4.png,synthetic,,ex1a_3,https://todi.cls.ru.nl/PraatResynthese/2082301.wav,https://todi.cls.ru.nl/PraatResynthese/2082301.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=177=%L%20+%20H*%20+%20L%%20+%20%L%20+%20H*LH%20+%20---%20+%20L*%20+%20L*HL%20+%20---%20+%20!H*L%20+%20---%20+%20H%,|Stom|||dat|ik|daar|niet|aan|gedacht|heb|,%L|H*|L%|%L|H*LH||L*|L*HL||!H*L||H%
1a-4-0, Waar wil Jan een miljoen lenen ,%HL     H*L  H%,,,resynthesized/1a-4-0.wav,resynthesized/1a-4-0.png,synthetic,,ex1a_4,https://todi.cls.ru.nl/PraatResynthese/2082303.wav,https://todi.cls.ru.nl/PraatResynthese/2082303.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=1a-4=%HL%20+%20---%20+%20---%20+%20---%20+%20---%20+%20H*L%20+%20---%20+%20H%,|Waar|wil|Jan|een|miljoen|lenen|,%HL|||||H*L||H%
1a-4-1, Waar wil Jan een miljoen lenen ,%L     L*H L*H L%,,,resynthesized/1a-4-1.wav,resynthesized/1a-4-1.png,synthetic,,ex1a_4,https://todi.cls.ru.nl/PraatResynthese/2082304.wav,https://todi.cls.ru.nl/PraatResynthese/2082304.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=1a-4=%L%20+%20---%20+%20---%20+%20---%20+%20---%20+%20L*H%20+%20L*H%20+%20L%,|Waar|wil|Jan|een|miljoen|lenen|,%L|||||L*H|L*H|L%
1a-4-2, Waar wil Jan een miljoen lenen ,%H  L*HL  L*   %,,,resynthesized/1a-4-2.wav,resynthesized/1a-4-2.png,synthetic,,ex1a_4,https://todi.cls.ru.nl/PraatResynthese/2082306.wav,https://todi.cls.ru.nl/PraatResynthese/2082306.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=1a-4=%H%20+%20---%20+%20L*HL%20+%20---%20+%20L*%20+%20---%20+%20---%20+%20%,|Waar|wil|Jan|een|miljoen|lenen|,%H||L*HL||L*|||%
1a-4-3, Waar wil Jan een miljoen lenen ,%L   H*   L*H L%,,,resynthesized/1a-4-3.wav,resynthesized/1a-4-3.png,synthetic,,ex1a_4,https://todi.cls.ru.nl/PraatResynthese/2082308.wav,https://todi.cls.ru.nl/PraatResynthese/2082308.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=1a-4=%L%20+%20---%20+%20---%20+%20H*%20+%20---%20+%20---%20+%20L*H%20+%20L%,|Waar|wil|Jan|een|miljoen|lenen|,%L|||H*|||L*H|L%
1a-4-4, Waar wil Jan een miljoen lenen ,%H H* L*H L*HL H* L*H !H*!H H%,,,resynthesized/1a-4-4.wav,resynthesized/1a-4-4.png,synthetic,,ex1a_4,https://todi.cls.ru.nl/PraatResynthese/2082309.wav,https://todi.cls.ru.nl/PraatResynthese/2082309.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=1a-4=%H%20+%20H*%20+%20L*H%20+%20L*HL%20+%20H*%20+%20L*H%20+%20!H*!H%20+%20H%,|Waar|wil|Jan|een|miljoen|lenen|,%H|H*|L*H|L*HL|H*|L*H|!H*!H|H%
1a-5-0, Je zegt steeds iets anders ,%H   L*H  L*HL L%,,,resynthesized/1a-5-0.wav,resynthesized/1a-5-0.png,synthetic,,ex1a_5,https://todi.cls.ru.nl/PraatResynthese/2082311.wav,https://todi.cls.ru.nl/PraatResynthese/2082311.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=1a-5=%H%20+%20---%20+%20---%20+%20L*H%20+%20---%20+%20L*HL%20+%20L%,|Je|zegt|steeds|iets|anders|,%H|||L*H||L*HL|L%
1a-5-1, Je zegt steeds iets anders ,%L L*HL  H*L   H%,,,resynthesized/1a-5-1.wav,resynthesized/1a-5-1.png,synthetic,,ex1a_5,https://todi.cls.ru.nl/PraatResynthese/2082312.wav,https://todi.cls.ru.nl/PraatResynthese/2082312.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=1a-5=%L%20+%20L*HL%20+%20---%20+%20H*L%20+%20---%20+%20---%20+%20H%,|Je|zegt|steeds|iets|anders|,%L|L*HL||H*L|||H%
1a-5-2, Je zegt steeds iets anders ,%L  H*    %,,,resynthesized/1a-5-2.wav,resynthesized/1a-5-2.png,synthetic,,ex1a_5,https://todi.cls.ru.nl/PraatResynthese/2082314.wav,https://todi.cls.ru.nl/PraatResynthese/2082314.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=1a-5=%L%20+%20---%20+%20H*%20+%20---%20+%20---%20+%20---%20+%20%,|Je|zegt|steeds|iets|anders|,%L||H*||||%
1a-5-3, Je zegt steeds iets anders ,%L L*  L*   L%,,,resynthesized/1a-5-3.wav,resynthesized/1a-5-3.png,synthetic,,ex1a_5,https://todi.cls.ru.nl/PraatResynthese/2082316.wav,https://todi.cls.ru.nl/PraatResynthese/2082316.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=1a-5=%L%20+%20L*%20+%20---%20+%20L*%20+%20---%20+%20---%20+%20L%,|Je|zegt|steeds|iets|anders|,%L|L*||L*|||L%
1a-5-4, Je zegt steeds iets anders ,%L  L*HL   H*!H H%,,,resynthesized/1a-5-4.wav,resynthesized/1a-5-4.png,synthetic,,ex1a_5,https://todi.cls.ru.nl/PraatResynthese/2082317.wav,https://todi.cls.ru.nl/PraatResynthese/2082317.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=1a-5=%L%20+%20---%20+%20L*HL%20+%20---%20+%20---%20+%20H*!H%20+%20H%,|Je|zegt|steeds|iets|anders|,%L||L*HL|||H*!H|H%
158-0, Dat moet je straks maar even over doen ,%L L* H*   !H*!H    L%,,,,,synthetic,,ex1a_6,https://todi.cls.ru.nl/PraatResynthese/2082319.wav,https://todi.cls.ru.nl/PraatResynthese/2082319.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=158=%L%20+%20L*%20+%20H*%20+%20---%20+%20---%20+%20!H*!H%20+%20---%20+%20---%20+%20---%20+%20L%,|Dat|moet|je|straks|maar|even|over|doen|,%L|L*|H*|||!H*!H||||L%
158-1, Dat moet je straks maar even over doen ,%H  H*LH  L* !H*LH  !H*L H* %,,,resynthesized/158-1.wav,resynthesized/158-1.png,synthetic,,ex1a_6,https://todi.cls.ru.nl/PraatResynthese/2082320.wav,https://todi.cls.ru.nl/PraatResynthese/2082320.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=158=%H%20+%20---%20+%20H*LH%20+%20---%20+%20L*%20+%20!H*LH%20+%20---%20+%20!H*L%20+%20H*%20+%20%,|Dat|moet|je|straks|maar|even|over|doen|,%H||H*LH||L*|!H*LH||!H*L|H*|%
158-2, Dat moet je straks maar even over doen ,%H L* L*      L* L%,,,resynthesized/158-2.wav,resynthesized/158-2.png,synthetic,,ex1a_6,https://todi.cls.ru.nl/PraatResynthese/2082322.wav,https://todi.cls.ru.nl/PraatResynthese/2082322.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=158=%H%20+%20L*%20+%20L*%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20L*%20+%20L%,|Dat|moet|je|straks|maar|even|over|doen|,%H|L*|L*||||||L*|L%
158-3, Dat moet je straks maar even over doen ,%HL   H*    L*H L* H%,,,resynthesized/158-3.wav,resynthesized/158-3.png,synthetic,,ex1a_6,https://todi.cls.ru.nl/PraatResynthese/2082323.wav,https://todi.cls.ru.nl/PraatResynthese/2082323.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=158=%HL%20+%20---%20+%20---%20+%20H*%20+%20---%20+%20---%20+%20---%20+%20L*H%20+%20L*%20+%20H%,|Dat|moet|je|straks|maar|even|over|doen|,%HL|||H*||||L*H|L*|H%
158-4, Dat moet je straks maar even over doen ,%L  H*L H*L     L* L%,,,resynthesized/158-4.wav,resynthesized/158-4.png,synthetic,,ex1a_6,https://todi.cls.ru.nl/PraatResynthese/2082325.wav,https://todi.cls.ru.nl/PraatResynthese/2082325.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=158=%L%20+%20---%20+%20H*L%20+%20H*L%20+%20---%20+%20---%20+%20---%20+%20---%20+%20L*%20+%20L%,|Dat|moet|je|straks|maar|even|over|doen|,%L||H*L|H*L|||||L*|L%
1a-7-0, Dit is de eerste uitzending ,%H  L*H   H* L%,,,resynthesized/1a-7-0.wav,resynthesized/1a-7-0.png,synthetic,,ex1a_7,https://todi.cls.ru.nl/PraatResynthese/2082327.wav,https://todi.cls.ru.nl/PraatResynthese/2082327.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=1a-7=%H%20+%20---%20+%20L*H%20+%20---%20+%20---%20+%20H*%20+%20L%,|Dit|is|de|eerste|uitzending|,%H||L*H|||H*|L%
1a-7-1, Dit is de eerste uitzending ,%HL  H*  !H*!H  L%,,,resynthesized/1a-7-1.wav,resynthesized/1a-7-1.png,synthetic,,ex1a_7,https://todi.cls.ru.nl/PraatResynthese/2082328.wav,https://todi.cls.ru.nl/PraatResynthese/2082328.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=1a-7=%HL%20+%20---%20+%20H*%20+%20---%20+%20!H*!H%20+%20---%20+%20L%,|Dit|is|de|eerste|uitzending|,%HL||H*||!H*!H||L%
1a-7-2, Dit is de eerste uitzending ,%H H* H*L  !H*LH H*!H H%,,,resynthesized/1a-7-2.wav,resynthesized/1a-7-2.png,synthetic,,ex1a_7,https://todi.cls.ru.nl/PraatResynthese/2082330.wav,https://todi.cls.ru.nl/PraatResynthese/2082330.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=1a-7=%H%20+%20H*%20+%20H*L%20+%20---%20+%20!H*LH%20+%20H*!H%20+%20H%,|Dit|is|de|eerste|uitzending|,%H|H*|H*L||!H*LH|H*!H|H%
1a-7-3, Dit is de eerste uitzending ,%H H* !H* H*L L*  L%,,,resynthesized/1a-7-3.wav,resynthesized/1a-7-3.png,synthetic,,ex1a_7,https://todi.cls.ru.nl/PraatResynthese/2082332.wav,https://todi.cls.ru.nl/PraatResynthese/2082332.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=1a-7=%H%20+%20H*%20+%20!H*%20+%20H*L%20+%20L*%20+%20---%20+%20L%,|Dit|is|de|eerste|uitzending|,%H|H*|!H*|H*L|L*||L%
1a-7-4, Dit is de eerste uitzending ,%HL H*L L*HL   !H* H%,,,resynthesized/1a-7-4.wav,resynthesized/1a-7-4.png,synthetic,,ex1a_7,https://todi.cls.ru.nl/PraatResynthese/2082333.wav,https://todi.cls.ru.nl/PraatResynthese/2082333.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=1a-7=%HL%20+%20H*L%20+%20L*HL%20+%20---%20+%20---%20+%20!H*%20+%20H%,|Dit|is|de|eerste|uitzending|,%HL|H*L|L*HL|||!H*|H%
004-0, Om 's te kijken hoe 't 'r in de natuur uitziet al die sneeuw ,%L      H*L  H* L*  H%,,,resynthesized/004-0.wav,resynthesized/004-0.png,synthetic,,ex1a_8,https://todi.cls.ru.nl/PraatResynthese/2082335.wav,https://todi.cls.ru.nl/PraatResynthese/2082335.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=004=%L%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20H*L%20+%20---%20+%20H*%20+%20L*%20+%20---%20+%20H%,|Om 's te|kijken|hoe 't 'r|in|de|natuur|uitziet|al|die|sneeuw|,%L||||||H*L||H*|L*||H%
004-1, Om 's te kijken hoe 't 'r in de natuur uitziet al die sneeuw ,%H  H*!H         L%,,,resynthesized/004-1.wav,resynthesized/004-1.png,synthetic,,ex1a_8,https://todi.cls.ru.nl/PraatResynthese/2082337.wav,https://todi.cls.ru.nl/PraatResynthese/2082337.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=004=%H%20+%20---%20+%20H*!H%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20L%,|Om 's te|kijken|hoe 't 'r|in|de|natuur|uitziet|al|die|sneeuw|,%H||H*!H|||||||||L%
004-2, Om 's te kijken hoe 't 'r in de natuur uitziet al die sneeuw ,%H L*H H*L   !H*LH     !H* L%,,,resynthesized/004-2.wav,resynthesized/004-2.png,synthetic,,ex1a_8,https://todi.cls.ru.nl/PraatResynthese/2082338.wav,https://todi.cls.ru.nl/PraatResynthese/2082338.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=004=%H%20+%20L*H%20+%20H*L%20+%20---%20+%20---%20+%20!H*LH%20+%20---%20+%20---%20+%20---%20+%20---%20+%20!H*%20+%20L%,|Om 's te|kijken|hoe 't 'r|in|de|natuur|uitziet|al|die|sneeuw|,%H|L*H|H*L|||!H*LH|||||!H*|L%
004-3, Om 's te kijken hoe 't 'r in de natuur uitziet al die sneeuw ,%L H* L*   !H* L*H  L*HL   H%,,,resynthesized/004-3.wav,resynthesized/004-3.png,synthetic,,ex1a_8,https://todi.cls.ru.nl/PraatResynthese/2082340.wav,https://todi.cls.ru.nl/PraatResynthese/2082340.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=004=%L%20+%20H*%20+%20L*%20+%20---%20+%20---%20+%20!H*%20+%20L*H%20+%20---%20+%20L*HL%20+%20---%20+%20---%20+%20H%,|Om 's te|kijken|hoe 't 'r|in|de|natuur|uitziet|al|die|sneeuw|,%L|H*|L*|||!H*|L*H||L*HL|||H%
004-4, Om 's te kijken hoe 't 'r in de natuur uitziet al die sneeuw ,%L L* H*      !H*   H%,,,resynthesized/004-4.wav,resynthesized/004-4.png,synthetic,,ex1a_8,https://todi.cls.ru.nl/PraatResynthese/2082341.wav,https://todi.cls.ru.nl/PraatResynthese/2082341.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=004=%L%20+%20L*%20+%20H*%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20!H*%20+%20---%20+%20---%20+%20H%,|Om 's te|kijken|hoe 't 'r|in|de|natuur|uitziet|al|die|sneeuw|,%L|L*|H*||||||!H*|||H%
1a-9-0, Met steeds weer een nieuwe pen gaat 't beter ,%L   L*  L* L*H   H%,,,resynthesized/1a-9-0.wav,resynthesized/1a-9-0.png,synthetic,,ex1a_9,https://todi.cls.ru.nl/PraatResynthese/2082343.wav,https://todi.cls.ru.nl/PraatResynthese/2082343.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=1a-9=%L%20+%20---%20+%20---%20+%20L*%20+%20---%20+%20L*%20+%20L*H%20+%20---%20+%20---%20+%20H%,|Met|steeds|weer|een|nieuwe|pen|gaat 't|beter|,%L|||L*||L*|L*H|||H%
1a-9-1, Met steeds weer een nieuwe pen gaat 't beter ,%H L*    H*LH L*   H%,,,resynthesized/1a-9-1.wav,resynthesized/1a-9-1.png,synthetic,,ex1a_9,https://todi.cls.ru.nl/PraatResynthese/2082345.wav,https://todi.cls.ru.nl/PraatResynthese/2082345.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=1a-9=%H%20+%20L*%20+%20---%20+%20---%20+%20---%20+%20H*LH%20+%20L*%20+%20---%20+%20---%20+%20H%,|Met|steeds|weer|een|nieuwe|pen|gaat 't|beter|,%H|L*||||H*LH|L*|||H%
1a-9-2, Met steeds weer een nieuwe pen gaat 't beter ,%HL   L*      L%,,,resynthesized/1a-9-2.wav,resynthesized/1a-9-2.png,synthetic,,ex1a_9,https://todi.cls.ru.nl/PraatResynthese/2082346.wav,https://todi.cls.ru.nl/PraatResynthese/2082346.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=1a-9=%HL%20+%20---%20+%20---%20+%20L*%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20L%,|Met|steeds|weer|een|nieuwe|pen|gaat 't|beter|,%HL|||L*||||||L%
1a-9-3, Met steeds weer een nieuwe pen gaat 't beter ,%L    L*HL H* H*LH  L* H%,,,resynthesized/1a-9-3.wav,resynthesized/1a-9-3.png,synthetic,,ex1a_9,https://todi.cls.ru.nl/PraatResynthese/2082348.wav,https://todi.cls.ru.nl/PraatResynthese/2082348.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=1a-9=%L%20+%20---%20+%20---%20+%20---%20+%20L*HL%20+%20H*%20+%20H*LH%20+%20---%20+%20L*%20+%20H%,|Met|steeds|weer|een|nieuwe|pen|gaat 't|beter|,%L||||L*HL|H*|H*LH||L*|H%
1a-9-4, Met steeds weer een nieuwe pen gaat 't beter ,%L  L*H    H*   L%,,,resynthesized/1a-9-4.wav,resynthesized/1a-9-4.png,synthetic,,ex1a_9,https://todi.cls.ru.nl/PraatResynthese/2082349.wav,https://todi.cls.ru.nl/PraatResynthese/2082349.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=1a-9=%L%20+%20---%20+%20L*H%20+%20---%20+%20---%20+%20---%20+%20H*%20+%20---%20+%20---%20+%20L%,|Met|steeds|weer|een|nieuwe|pen|gaat 't|beter|,%L||L*H||||H*|||L%
154-0, 't hoeft niet altijd op een mislukking uit te lopen ,%L H*LH L*H L*      L%,,,resynthesized/154-0.wav,resynthesized/154-0.png,synthetic,,ex1a_10,https://todi.cls.ru.nl/PraatResynthese/2082351.wav,https://todi.cls.ru.nl/PraatResynthese/2082351.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=154=%L%20+%20H*LH%20+%20L*H%20+%20L*%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20L%,|'t|hoeft|niet|altijd|op een|mislukking|uit te|lopen|,%L|H*LH|L*H|L*||||||L%
154-1, 't hoeft niet altijd op een mislukking uit te lopen ,%L L*H H*!H       L%,,,resynthesized/154-1.wav,resynthesized/154-1.png,synthetic,,ex1a_10,https://todi.cls.ru.nl/PraatResynthese/2082353.wav,https://todi.cls.ru.nl/PraatResynthese/2082353.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=154=%L%20+%20L*H%20+%20H*!H%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20L%,|'t|hoeft|niet|altijd|op een|mislukking|uit te|lopen|,%L|L*H|H*!H|||||||L%
154-2, 't hoeft niet altijd op een mislukking uit te lopen ,%H  H*!H       H%,,,resynthesized/154-2.wav,resynthesized/154-2.png,synthetic,,ex1a_10,https://todi.cls.ru.nl/PraatResynthese/2082354.wav,https://todi.cls.ru.nl/PraatResynthese/2082354.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=154=%H%20+%20---%20+%20H*!H%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20---%20+%20H%,|'t|hoeft|niet|altijd|op een|mislukking|uit te|lopen|,%H||H*!H|||||||H%
154-3, 't hoeft niet altijd op een mislukking uit te lopen ,%H     L*H L*   L%,,,resynthesized/154-3.wav,resynthesized/154-3.png,synthetic,,ex1a_10,https://todi.cls.ru.nl/PraatResynthese/2082356.wav,https://todi.cls.ru.nl/PraatResynthese/2082356.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=154=%H%20+%20---%20+%20---%20+%20---%20+%20---%20+%20L*H%20+%20L*%20+%20---%20+%20---%20+%20L%,|'t|hoeft|niet|altijd|op een|mislukking|uit te|lopen|,%H|||||L*H|L*|||L%
154-4, 't hoeft niet altijd op een mislukking uit te lopen ,%H   L*HL L*  H*!H   H%,,,resynthesized/154-4.wav,resynthesized/154-4.png,synthetic,,ex1a_10,https://todi.cls.ru.nl/PraatResynthese/2082358.wav,https://todi.cls.ru.nl/PraatResynthese/2082358.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=154=%H%20+%20---%20+%20---%20+%20L*HL%20+%20L*%20+%20---%20+%20H*!H%20+%20---%20+%20---%20+%20H%,|'t|hoeft|niet|altijd|op een|mislukking|uit te|lopen|,%H|||L*HL|L*||H*!H|||H%
006-0, Waar wil Marina haar mandoline verkopen ,%HL  L*    L* H%,,,resynthesized/006-0.wav,resynthesized/006-0.png,synthetic,,ex1a_11,https://todi.cls.ru.nl/PraatResynthese/2082359.wav,https://todi.cls.ru.nl/PraatResynthese/2082359.png,https://todi.cls.ru.nl/cgi-bin/synthese1a.pl?var=set&todi=006=%HL%20+%20---%20+%20L*%20+%20---%20+%20---%20+%20---%20+%20L*%20+%20H%,|Waar|wil|Marina|haar|mandoline|verkopen|,%HL||L*||||L*|H%
